NCES,Low,High , Name, District, County, Address, City, State, ZIP, Phone,Locale,Charter,Students,Teachers,Ratio,Free ,Reduced , Certified,Type,Status
390002901578,KG,8,City Day Community School,City Day Community School,Montgomery County,320 S Main St,Dayton,OH,45402,(937)223-8130,City: Midsize,Yes,199,3.00,66.33,–,–,124,Regular,Open
390443801307,6,8,Claggett Middle School,Medina City SD,Medina County,420 E Union St,Medina,OH,44256,(330)636-3600,Suburb: Large,No,713,43.29,16.47,127,32,–,Regular,Open
390437800442,PK,8,Clara E Westropp School,Cleveland Municipal,Cuyahoga County,19101 Puritas Ave,Cleveland,OH,44135,(216)838-6250,City: Large,No,362,26.00,13.92,–,–,340,Regular,Open
390437100241,4,6,Clarendon Intermediate School,Canton City,Stark County,412 Clarendon Ave NW,Canton,OH,44708,(330)453-7681,City: Small,No,251,16.20,15.49,–,–,183,Regular,Open
390448105635,PK,PK,Clark Early Learning Center,Springfield City School District,Clark County,1500 W Jefferson St,Springfield,OH,45506,(937)505-4170,City: Small,No,387,29.00,13.34,–,–,274,Regular,Open
390437504331,7,12,Clark Montessori High School,Cincinnati Public Schools,Hamilton County,3030 Erie Ave,Cincinnati,OH,45208,(513)363-7100,City: Large,No,711,39.48,18.01,192,40,–,Regular,Open
390437800443,PK,8,Clark School,Cleveland Municipal,Cuyahoga County,2121 W 67th St,Cleveland,OH,44102,(216)838-7300,City: Large,No,617,33.00,18.70,–,–,599,Regular,Open
391002603645,PK,5,Clay Elementary School,Clay Local,Scioto County,44 Clay High St,Portsmouth,OH,45662,(740)354-6644,Rural: Fringe,No,337,15.00,22.47,130,21,–,Regular,Open
391002603644,9,12,Clay High School,Clay Local,Scioto County,44 Clay High St,Portsmouth,OH,45662,(740)354-6644,Rural: Fringe,No,146,28.00,5.21,111,25,–,Regular,Open
390446001475,9,12,Clay High School,Oregon City,Lucas County,5665 Seaman St,Oregon,OH,43616,(419)693-0665,Rural: Fringe,No,"1,139",71.82,15.86,347,99,–,Regular,Open
391002603646,6,8,Clay Middle School,Clay Local,Scioto County,44 Clay High St,Portsmouth,OH,45662,(740)354-6644,Rural: Fringe,No,138,15.00,9.20,100,11,–,Regular,Open
390437700406,1,2,Claymont Elementary School,Claymont City,Tuscarawas County,320 Trenton Ave,Uhrichsville,OH,44683,(740)922-5641,Town: Distant,No,268,†,†,–,–,122,Regular,Open
390437700405,9,12,Claymont High School,Claymont City,Tuscarawas County,4205 Indian Hill Rd SE,Uhrichsville,OH,44683,(740)922-3471,Rural: Fringe,No,392,53.50,7.33,–,–,156,Regular,Open
390437700407,3,5,Claymont Intermediate School,Claymont City,Tuscarawas County,220 N 3rd St,Dennison,OH,44621,(740)922-1901,Town: Distant,No,362,†,†,–,–,107,Regular,Open
390437700404,6,8,Claymont Middle School,Claymont City,Tuscarawas County,215 E 6th St,Uhrichsville,OH,44683,(740)922-5241,Town: Distant,No,392,†,†,–,–,143,Regular,Open
390437700410,PK,KG,Claymont Primary School,Claymont City,Tuscarawas County,1200 Eastport Ave,Uhrichsville,OH,44683,(740)922-4641,Town: Distant,No,215,22.50,9.56,–,–,164,Regular,Open
390494103582,9,12,Clear Fork High School,Clear Fork Valley Local,Richland County,987 State Route 97 E,Bellville,OH,44813,(419)886-2601,Rural: Distant,No,465,30.51,15.24,190,56,–,Regular,Open
390494102764,6,8,Clear Fork Middle School,Clear Fork Valley Local,Richland County,987 State Route 97 E,Bellville,OH,44813,(419)886-3111,Rural: Distant,No,372,20.39,18.24,–,–,3,Regular,Open
390494105894,PK,PK,Clear Fork Valley Preschool,Clear Fork Valley Local,Richland County,125 College St,Butler,OH,44822,(419)886-3855,Rural: Distant,No,56,1.00,56.00,–,–,3,Regular,Open
390504203939,PK,1,Clearcreek Elementary School,Springboro Community City,Warren County,750 S Main St,Springboro,OH,45066,(937)748-3958,Suburb: Large,No,917,35.99,25.48,28,8,–,Regular,Open
390481303120,9,12,Clearview High School,Clearview Local,Lorain County,4700 Broadway,Lorain,OH,44052,(440)233-6313,Suburb: Midsize,No,386,24.50,15.76,–,–,226,Regular,Open
390481306138,6,12,Clearview Local Schools,Clearview Local,Lorain County,4700 Broadway,Lorain,OH,44052,(440)233-5412,Suburb: Midsize,No,29,0.00,†,–,–,3,Regular,Open
390463202512,KG,5,Clermont Northeastern Elementary School,Clermont Northeastern Local,Clermont County,5347 Hutchinson Rd,Batavia,OH,45103,(513)625-1211,Rural: Fringe,No,588,31.54,18.64,200,46,–,Regular,Open
390463202508,9,12,Clermont Northeastern High School,Clermont Northeastern Local,Clermont County,5327 Hutchinson Rd,Batavia,OH,45103,(513)625-1211,Rural: Fringe,No,426,20.11,21.18,135,23,–,Regular,Open
390463202510,6,8,Clermont Northeastern Middle School,Clermont Northeastern Local,Clermont County,2792 US Highway 50,Batavia,OH,45103,(513)625-1211,Rural: Fringe,No,311,15.34,20.27,99,17,–,Regular,Open
390028604731,9,12,Cleveland Academy for Scholarship Technology and Leadership,Cleveland Academy for Scholarship Technology and Leadership,Cuyahoga County,3950 Prospect Ave E,Cleveland,OH,44115,(216)583-5210,City: Large,Yes,304,15.50,19.61,–,–,137,Regular,Open
390058405076,KG,8,Cleveland Arts and Social Sciences Academy,Cleveland Arts and Social Sciences Academy,Cuyahoga County,10701 Shaker Blvd,Cleveland,OH,44104,(216)229-3000,City: Large,Yes,282,14.00,20.14,–,–,207,Regular,Open
390139705615,KG,8,Cleveland College Preparatory School,Cleveland College Preparatory School,Cuyahoga County,4906 Fleet Ave,Cleveland,OH,44105,(216)341-1347,City: Large,Yes,217,13.50,16.07,–,–,135,Regular,Open
390437800485,9,12,Cleveland Early College High,Cleveland Municipal,Cuyahoga County,2075 Stokes Blvd,Cleveland,OH,44106,(216)838-8250,City: Large,No,279,15.00,18.60,–,–,276,Regular,Open
390438405350,PK,6,Cleveland Elementary School,Dayton City,Montgomery County,1102 Pursell Ave,Dayton,OH,45420,(937)542-4340,City: Midsize,No,324,21.00,15.43,–,–,268,Regular,Open
390437900571,9,12,Cleveland Heights High School,Cleveland Heights-University Heights City,Cuyahoga County,13263 Cedar Rd,Cleveland Heights,OH,44118,(216)371-7100,Suburb: Large,No,"1,664",108.30,15.36,–,–,632,Regular,Open
390437805831,9,12,Cleveland High School for the Digital Arts,Cleveland Municipal,Cuyahoga County,1440 Lakeside Ave E,Cleveland,OH,44114,(216)838-0000,City: Large,No,334,†,†,–,–,331,Regular,Open
390437806199,KG,12,Cleveland Metro Remote School K-12,Cleveland Municipal,Cuyahoga County,1740 E 32nd St,Cleveland,OH,44114,(216)838-0172,City: Large,No,845,66.00,12.80,–,–,3,Regular,Open
390149605746,KG,8,Cleveland Preparatory Academy,Cleveland Preparatory Academy,Cuyahoga County,4850 Pearl Rd,Cleveland,OH,44109,(216)741-2991,City: Large,Yes,142,10.00,14.20,–,–,87,Regular,Open
390437805538,9,12,Cleveland School of Architecture & Design,Cleveland Municipal,Cuyahoga County,2075 Stokes Blvd,Cleveland,OH,44106,(216)838-8200,City: Large,No,269,15.00,17.93,–,–,3,Regular,Open
390437805561,9,12,Cleveland School of Science & Medicine,Cleveland Municipal,Cuyahoga County,2075 Stokes Blvd,Cleveland,OH,44106,(216)838-8300,City: Large,No,390,19.00,20.53,–,–,3,Regular,Open
390437804208,9,12,Cleveland School Of The Arts High School,Cleveland Municipal,Cuyahoga County,2064 Stearns Rd,Cleveland,OH,44106,(216)838-9000,City: Large,No,388,27.00,14.37,–,–,267,Regular,Open
390010003820,9,12,Cliff Park High School,Cliff Park High School,Clark County,821 N Limestone St,Springfield,OH,45503,(937)342-3006,City: Small,Yes,314,7.00,44.86,–,–,145,Regular,Open
390437506009,PK,6,Clifton Area Neighborhood School,Cincinnati Public Schools,Hamilton County,3711 Clifton Ave,Cincinnati,OH,45220,(513)363-0000,City: Large,No,269,15.60,17.24,99,14,–,Regular,Open
390438000609,KG,5,Clinton Elementary School,Columbus City Schools District,Franklin County,10 Clinton Heights Ave,Columbus,OH,43202,(614)365-6532,City: Large,No,460,25.00,18.40,–,–,45,Regular,Open
390463904225,PK,5,Clinton-Massie Elementary School,Clinton-Massie Local,Clinton County,2380 Lebanon Rd,Clarksville,OH,45113,(937)289-2515,Rural: Distant,No,863,42.00,20.55,138,39,–,Regular,Open
390463902540,9,12,Clinton-Massie High School,Clinton-Massie Local,Clinton County,2556 Lebanon Rd,Clarksville,OH,45113,(937)289-2109,Rural: Distant,No,486,26.00,18.69,86,16,–,Regular,Open
390463904373,6,8,Clinton-Massie Middle School,Clinton-Massie Local,Clinton County,2556 Lebanon Rd,Clarksville,OH,45113,(937)289-2932,Rural: Distant,No,397,23.00,17.26,61,9,–,Regular,Open
390463502524,KG,5,Clough Pike Elementary School,West Clermont Local,Clermont County,808 Clough Pike,Cincinnati,OH,45245,(513)943-6700,Suburb: Large,No,501,28.68,17.47,109,19,–,Regular,Open
390484803272,PK,5,Cloverleaf Elementary School,Cloverleaf Local,Medina County,8337 Friendsville Rd,Seville,OH,44273,(330)302-0102,Rural: Fringe,No,"1,075",57.10,18.83,275,72,–,Regular,Open
390484803268,9,12,Cloverleaf High School,Cloverleaf Local,Medina County,8525 Friendsville Rd,Lodi,OH,44254,(330)948-2500,Rural: Fringe,No,591,40.60,14.56,160,31,–,Regular,Open
390484803269,6,8,Cloverleaf Middle School,Cloverleaf Local,Medina County,7500 Buffham Rd,Seville,OH,44273,(330)302-0206,Rural: Fringe,No,540,30.50,17.70,148,32,–,Regular,Open
391002002169,PK,3,Clyde Elementary School,Clyde-Green Springs Exempted Village,Sandusky County,821 S Main St,Clyde,OH,43410,(419)547-9868,Town: Distant,No,485,28.00,17.32,161,32,–,Regular,Open
391002002167,9,12,Clyde High School,Clyde-Green Springs Exempted Village,Sandusky County,1015 Race St,Clyde,OH,43410,(419)547-9511,Town: Distant,No,637,40.00,15.93,218,76,–,Regular,Open
390463205916,PK,PK,CNE Early Childhood Academy,Clermont Northeastern Local,Clermont County,2792 Us Highway 50,Batavia,OH,45103,(513)685-5374,Suburb: Large,No,50,2.00,25.00,–,–,3,Regular,Open
390465102577,9,12,Col Crawford High School,Colonel Crawford Local,Crawford County,5444 Crestline Rd,Crestline,OH,44827,(419)562-4666,Rural: Distant,No,271,17.45,15.53,93,31,–,Regular,Open
390453104398,KG,4,Coldwater Elementary School,Coldwater Exempted Village,Mercer County,310 N 2nd St,Coldwater,OH,45828,(419)678-2613,Town: Distant,No,610,35.00,17.43,–,–,3,Regular,Open
390453102171,9,12,Coldwater High School,Coldwater Exempted Village,Mercer County,310 N 2nd St,Coldwater,OH,45828,(419)678-4821,Town: Distant,No,410,24.00,17.08,137,69,–,Regular,Open
390453101377,5,8,Coldwater Middle School,Coldwater Exempted Village,Mercer County,310 N 2nd St,Coldwater,OH,45828,(419)678-3331,Town: Distant,No,390,28.87,13.51,–,–,3,Regular,Open
390473602854,KG,5,Colerain Elementary School,Northwest Local,Hamilton County,4850 Poole Rd,Cincinnati,OH,45251,(513)385-8740,Suburb: Large,No,586,34.00,17.24,239,52,–,Regular,Open
390438000611,PK,5,Colerain Elementary School,Columbus City Schools District,Franklin County,499 E Weisheimer Rd,Columbus,OH,43214,(614)365-6001,City: Large,No,169,22.00,7.68,–,–,71,Regular,Open
390473602855,9,12,Colerain High School,Northwest Local,Hamilton County,8801 Cheviot Rd,Cincinnati,OH,45251,(513)385-6424,Suburb: Large,No,"1,747",79.94,21.85,792,156,–,Regular,Open
390473602856,6,8,Colerain Middle School,Northwest Local,Hamilton County,4700 Poole Rd,Cincinnati,OH,45251,(513)385-8490,Suburb: Large,No,580,35.70,16.25,263,60,–,Regular,Open
390649604125,PK,12,College Corner Union Elementary School,College Corner Local,Preble County,230 Ramsey St,College Corner,OH,45003,(765)732-3183,Rural: Distant,No,129,0.00,†,–,–,3,Regular,Open
390437500311,PK,6,College Hill Fundamental Academy,Cincinnati Public Schools,Hamilton County,1625 Cedar Ave,Cincinnati,OH,45224,(513)363-1600,City: Large,No,409,25.24,16.20,–,–,217,Regular,Open
390437800444,8,12,Collinwood High School,Cleveland Municipal,Cuyahoga County,15210 Saint Clair Ave,Cleveland,OH,44110,(216)838-0500,City: Large,No,311,16.00,19.44,–,–,308,Regular,Open
390451302035,KG,5,Colonial Hills Elementary School,Worthington City,Franklin County,5800 Greenwich St,Worthington,OH,43085,(614)450-5400,Suburb: Large,No,384,23.50,16.34,103,18,–,Regular,Open
391001201351,PK,5,Columbia Elementary School,Mount Vernon City,Knox County,150 Columbus Rd,Mount Vernon,OH,43050,(740)393-5975,Town: Distant,No,245,13.30,18.42,88,13,–,Regular,Open
390481403123,9,12,Columbia High School,Columbia Local,Lorain County,14168 W River Rd,Columbia Station,OH,44028,(440)236-5001,Rural: Fringe,No,260,20.50,12.68,42,13,–,Regular,Open
390504300921,5,6,Columbia Intermediate School,Kings Local,Warren County,8263 Columbia Rd,Kings Mills,OH,45034,(513)398-8050,Suburb: Large,No,707,33.33,21.21,95,31,–,Regular,Open
390481403124,5,8,Columbia Middle School,Columbia Local,Lorain County,13646 W River Rd,Columbia Station,OH,44028,(440)236-5741,Rural: Fringe,No,289,22.02,13.12,113,32,–,Regular,Open
390448901762,8,12,Columbian High School,Tiffin City Schools,Seneca County,300 S Monroe St,Tiffin,OH,44883,(419)447-6331,Town: Distant,No,729,34.00,21.44,181,43,–,Regular,Open
390509004057,11,12,Columbiana County,Columbiana County,Columbiana County,9364 State Route 45,Lisbon,OH,44432,(330)424-9561,Town: Distant,No,219,20.00,10.95,109,28,–,Vocational,Open
390453202175,9,12,Columbiana High School,Columbiana Exempted Village,Columbiana County,700 Columbiana Waterford Rd,Columbiana,OH,44408,(330)482-3818,Rural: Fringe,No,313,19.01,16.47,43,19,–,Regular,Open
390438000685,PK,5,Columbus Africentric Early College ES,Columbus City Schools District,Franklin County,3223 Allegheny Ave,Columbus,OH,43209,(614)365-6517,City: Large,No,418,13.00,32.15,–,–,415,Regular,Open
390438004524,9,12,Columbus Africentric Early College High School,Columbus City Schools District,Franklin County,3223 Allegheny Ave,Columbus,OH,43209,(614)365-8675,City: Large,No,367,19.00,19.32,–,–,3,Regular,Open
390438005985,6,8,Columbus Africentric Early College Middle School,Columbus City Schools District,Franklin County,3223 Allegheny Ave,Columbus,OH,43209,(614)365-6517,City: Large,No,163,6.00,27.17,–,–,3,Regular,Open
390438000680,9,12,Columbus Alternative High School,Columbus City Schools District,Franklin County,2632 Mcguffey Rd,Columbus,OH,43211,(614)365-6006,City: Large,No,758,41.00,18.49,–,–,238,Regular,Open
390030604843,KG,12,Columbus Arts & Technology Academy,Columbus Arts & Technology Academy,Franklin County,2255 Kimberly Pkwy E,Columbus,OH,43232,(614)577-0900,City: Large,Yes,509,25.75,19.77,–,–,223,Regular,Open
390137505565,KG,8,Columbus Bilingual Academy-North,Columbus Bilingual Academy-North,Franklin County,2100 Morse Rd,Columbus,OH,43229,(614)547-4500,City: Large,Yes,475,19.00,25.00,–,–,3,Regular,Open
390438005572,6,8,Columbus City Preparatory School for Boys,Columbus City Schools District,Franklin County,3450 Medway Ave,Columbus,OH,43213,(614)365-6166,City: Large,No,105,12.00,8.75,–,–,50,Regular,Open
390438005610,6,8,Columbus City Preparatory School for Girls,Columbus City Schools District,Franklin County,1390 Bryden Rd,Columbus,OH,43205,(614)365-6113,City: Large,No,224,18.00,12.44,–,–,118,Regular,Open
390438004238,11,12,Columbus Downtown High School,Columbus City Schools District,Franklin County,364 S 4th St,Columbus,OH,43215,(614)365-2283,City: Large,No,50,32.00,1.56,–,–,3,Vocational,Open
390493103558,KG,4,Columbus Grove Elementary School,Columbus Grove Local,Putnam County,201 W Cross St,Columbus Grove,OH,45830,(419)659-2631,Rural: Distant,No,263,26.00,10.12,–,–,3,Regular,Open
390493103559,9,12,Columbus Grove High School,Columbus Grove Local,Putnam County,201 W Cross St,Columbus Grove,OH,45830,(419)659-2156,Rural: Distant,No,259,12.50,20.72,152,43,–,Regular,Open
390493103560,5,8,Columbus Grove Middle School,Columbus Grove Local,Putnam County,201 W Cross St,Columbus Grove,OH,45830,(419)659-2631,Rural: Distant,No,234,10.00,23.40,–,–,3,Regular,Open
390030404841,KG,8,Columbus Humanities Arts and Technology Academy,Columbus Humanities Arts and Technology Academy,Franklin County,1333 Morse Rd,Columbus,OH,43229,(614)261-1200,City: Large,Yes,630,19.33,32.59,–,–,279,Regular,Open
391001700323,3,5,Columbus Intermediate School,Bedford City,Cuyahoga County,23600 Columbus Rd,Bedford,OH,44146,(440)786-3322,Suburb: Large,No,338,25.00,13.52,217,36,–,Regular,Open
390438005592,9,12,Columbus International High School,Columbus City Schools District,Franklin County,4077 Karl Rd,Columbus,OH,43224,(614)365-4054,City: Large,No,392,28.00,14.00,–,–,3,Regular,Open
390438010826,KG,12,Columbus Online Academy,Columbus City Schools District,Franklin County,4841 E Livingston Ave,Columbus,OH,43227,(614)365-8472,City: Large,No,649,0.00,†,–,–,3,Regular,Open
390139805612,KG,8,Columbus Performance Academy,Columbus Performance Academy,Franklin County,2 Easton Oval Ste 525,Columbus,OH,43219,(614)318-0720,City: Large,Yes,176,15.00,11.73,–,–,107,Regular,Open
390030704844,KG,12,Columbus Preparatory Academy,Columbus Preparatory Academy,Franklin County,3330 Chippewa St,Columbus,OH,43204,(614)275-3600,City: Large,Yes,841,47.50,17.71,270,39,–,Regular,Open
390057405066,KG,8,Columbus Preparatory and Fitness Academy,Columbus Preparatory and Fitness Academy,Franklin County,1258 Demorest Rd,Columbus,OH,43204,(614)318-0606,City: Large,Yes,380,38.00,10.00,–,–,268,Regular,Open
390438004430,6,12,Columbus Scioto 6-12,Columbus City Schools District,Franklin County,2951 S High St,Columbus,OH,43207,(614)365-5030,City: Large,No,92,28.00,3.29,–,–,62,Special Education,Open
390438000559,PK,5,Columbus Spanish Immersion K-7 School,Columbus City Schools District,Franklin County,3940 Karl Rd,Columbus,OH,43224,(614)365-8129,City: Large,No,456,25.00,18.24,–,–,171,Regular,Open
391004610861,6,10,Community STE(A)M Academy - Xenia,Community STE(A)M Academy - Xenia,†,855 Lower Bellbrook Rd,Xenia,OH,45385,(937)800-2720,N,No,†,†,†,†,†,†,Regular,New
390438000612,PK,5,Como Elementary School,Columbus City Schools District,Franklin County,2989 Reis Ave,Columbus,OH,43224,(614)365-6013,City: Large,No,234,19.00,12.32,–,–,188,Regular,Open
390449201850,KG,5,Concord Elementary School,Troy City,Miami County,3145 State Route 718,Troy,OH,45373,(937)332-6730,Rural: Fringe,No,614,34.00,18.06,58,14,–,Regular,Open
390436300187,KG,5,Conneaut Elementary School,Bowling Green City School District,Wood County,542 Haskins Rd,Bowling Green,OH,43402,(419)354-0300,Town: Fringe,No,419,24.00,17.46,74,25,–,Regular,Open
390438100747,8,12,Conneaut High School,Conneaut Area City,Ashtabula County,381 Mill St,Conneaut,OH,44030,(440)593-7210,Town: Distant,No,390,24.75,15.76,178,28,–,Regular,Open
390438100750,6,8,Conneaut Middle School,Conneaut Area City,Ashtabula County,230 Gateway Avenue,Conneaut,OH,44030,(440)593-7240,Rural: Fringe,No,372,20.00,18.60,183,33,–,Regular,Open
390475402914,PK,5,Conotton Valley Elementary,Conotton Valley Union Local,Carroll County,7205 Cumberland Rd SW,Bowerston,OH,44695,(740)269-2000,Rural: Distant,No,288,15.00,19.20,88,26,–,Regular,Open
390475402916,6,12,Conotton Valley High School,Conotton Valley Union Local,Carroll County,7205 Cumberland Rd SW,Bowerston,OH,44695,(740)269-2000,Rural: Distant,No,225,17.00,13.24,67,25,–,Regular,Open
390143205676,KG,7,Constellation Schools: Eastside Arts Academy,Constellation Schools: Eastside Arts Academy,Cuyahoga County,6700 Lansing Ave,Cleveland,OH,44105,(216)441-9830,City: Large,Yes,110,8.00,13.75,–,–,101,Regular,Open
390010304054,KG,8,Constellation Schools: Elyria Community,Constellation Schools: Elyria Community,Lorain County,300 N Abbe Rd,Elyria,OH,44035,(440)366-5225,City: Small,Yes,396,15.60,25.38,101,26,–,Regular,Open
390010204160,KG,4,Constellation Schools: Lorain Community Elementary,Constellation Schools: Lorain Community Elementary,Lorain County,1110 W 4TH ST,LORAIN,OH,44052,(440)204-2130,Suburb: Midsize,Yes,142,0.58,244.83,–,–,72,Regular,Open
390050705217,5,8,Constellation Schools: Lorain Community Middle,Constellation Schools: Lorain Community Middle,Lorain County,1110 W 4TH ST,LORAIN,OH,44052,(440)242-2023,Suburb: Midsize,Yes,96,0.00,†,–,–,47,Regular,Open
390050605216,KG,8,Constellation Schools: Madison Community Elementary,Constellation Schools: Madison Community Elementary,Cuyahoga County,2015 W 95th St,Cleveland,OH,44102,(216)651-5212,City: Large,Yes,214,†,†,–,–,115,Regular,Open
390001901514,KG,4,Constellation Schools: Old Brooklyn Community Elementary,Constellation Schools: Old Brooklyn Community Elementary,Cuyahoga County,4430 State Rd,Cleveland,OH,44109,(216)661-7888,City: Large,Yes,261,6.00,43.50,–,–,110,Regular,Open
390050805218,5,8,Constellation Schools: Old Brooklyn Community Middle,Constellation Schools: Old Brooklyn Community Middle,Cuyahoga County,4430 STATE RD,CLEVELAND,OH,44109,(216)351-0280,City: Large,Yes,258,3.00,86.00,118,14,–,Regular,Open
390006803315,KG,12,Constellation Schools: Parma Community,Constellation Schools: Parma Community,Cuyahoga County,7667 Day Dr Fl 1ST,Parma,OH,44129,(440)888-5490,Suburb: Large,Yes,"1,179",32.00,36.84,77,23,–,Regular,Open
390021104735,KG,4,Constellation Schools: Puritas Community Elementary,Constellation Schools: Puritas Community Elementary,Cuyahoga County,17720 PURITAS AVE,CLEVELAND,OH,44135,(216)688-0680,City: Large,Yes,152,9.21,16.50,–,–,77,Regular,Open
390029104828,5,8,Constellation Schools: Puritas Community Middle,Constellation Schools: Puritas Community Middle,Cuyahoga County,17720 PURITAS AVE,CLEVELAND,OH,44135,(216)688-0680,City: Large,Yes,125,7.40,16.89,–,–,70,Regular,Open
390021204736,KG,6,Constellation Schools: Stockyard Community Elementary,Constellation Schools: Stockyard Community Elementary,Cuyahoga County,3200 W 65th St,Cleveland,OH,44102,(216)651-5143,City: Large,Yes,146,3.20,45.63,–,–,75,Regular,Open
390140305599,7,8,Constellation Schools: Stockyard Community Middle,Constellation Schools: Stockyard Community Middle,Cuyahoga County,3200 W 65TH ST,CLEVELAND,OH,44102,(216)961-5052,City: Large,Yes,48,1.00,48.00,–,–,29,Regular,Open
390010504154,KG,4,Constellation Schools: Westpark Community Elementary,Constellation Schools: Westpark Community Elementary,Cuyahoga County,16210 Lorain Ave,Cleveland,OH,44111,(216)688-0271,City: Large,Yes,222,8.00,27.75,122,13,–,Regular,Open
390050305213,5,8,Constellation Schools: Westpark Community Middle,Constellation Schools: Westpark Community Middle,Cuyahoga County,16210 LORAIN AVE,CLEVELAND,OH,44111,(216)251-7200,City: Large,Yes,149,6.60,22.58,76,2,–,Regular,Open
390132605397,KG,8,Constellation Schools: Westside Community School of the Arts,Constellation Schools: Westside Community School of the Arts,Cuyahoga County,3727 BOSWORTH RD,CLEVELAND,OH,44111,(216)688-1900,City: Large,Yes,192,10.00,19.20,–,–,77,Regular,Open
390493203561,KG,6,Continental Local Elementary School,Continental Local,Putnam County,5211 State Route 634,Continental,OH,45831,(419)596-3860,Rural: Distant,No,265,18.50,14.32,69,22,–,Regular,Open
390493203562,7,12,Continental Local High School,Continental Local,Putnam County,5211 State Route 634,Continental,OH,45831,(419)596-3871,Rural: Distant,No,185,12.00,15.42,61,13,–,Regular,Open
390449201851,KG,5,Cookson Elementary School,Troy City,Miami County,921 Mystic Ln,Troy,OH,45373,(937)332-6740,Suburb: Large,No,316,16.50,19.15,134,23,–,Regular,Open
390459102382,PK,5,Coolville Elementary School,Federal Hocking Local,Athens County,PO Box 490,Coolville,OH,45723,(740)667-3121,Rural: Distant,No,211,19.00,11.11,–,–,104,Regular,Open
390499803782,9,12,Copley High School,Copley-Fairlawn City,Summit County,3807 Ridgewood Rd,Copley,OH,44321,(330)664-4822,Suburb: Large,No,947,67.44,14.04,115,27,–,Regular,Open
390499803783,5,8,Copley-Fairlawn Middle School,Copley-Fairlawn City,Summit County,1531 S Cleveland Massillon Rd,Copley,OH,44321,(330)664-4875,Suburb: Large,No,756,49.86,15.16,98,23,–,Regular,Open
390481403125,PK,4,Copopa Elementary School,Columbia Local,Lorain County,13644 W River Rd,Columbia Station,OH,44028,(440)236-5020,Rural: Fringe,No,389,25.02,15.55,–,–,3,Regular,Open
390440501001,KG,5,Cork Elementary School,Geneva Area City,Ashtabula County,341 State Route 534 S,Geneva,OH,44041,(440)466-4831,Rural: Fringe,No,294,12.25,24.00,124,17,–,Regular,Open
390008103441,KG,12,Cornerstone Academy Community School,Cornerstone Academy Community School,Franklin County,6015 E Walnut St,Westerville,OH,43081,(614)775-0615,City: Large,Yes,988,60.25,16.40,503,104,–,Regular,Open
391003200641,PK,4,Cornerstone Elementary School,Wooster City,Wayne County,101 W Bowman St,Wooster,OH,44691,(330)262-9666,Town: Distant,No,366,22.19,16.49,256,31,–,Regular,Open
390474302893,KG,6,Cory-Rawson Elementary School,Cory-Rawson Local,Hancock County,3930 County Road 26,Rawson,OH,45881,(419)963-2121,Rural: Distant,No,241,22.92,10.51,–,–,3,Regular,Open
390474302891,7,12,Cory-Rawson High School,Cory-Rawson Local,Hancock County,3930 County Road 26,Rawson,OH,45881,(419)963-2611,Rural: Distant,No,249,26.50,9.40,185,39,–,Regular,Open
390652204126,11,12,Coshocton County Career Center,Coshocton County,Coshocton County,23640 Airport Rd,Coshocton,OH,43812,(740)622-0211,Rural: Fringe,No,177,21.00,8.43,136,28,–,Vocational,Open
390438204152,PK,6,Coshocton Elementary,Coshocton City,Coshocton County,1203 Cambridge Rd,Coshocton,OH,43812,(740)622-5514,Town: Distant,No,892,50.00,17.84,–,–,451,Regular,Open
390438200754,7,12,Coshocton High School,Coshocton City,Coshocton County,1205 Cambridge Rd,Coshocton,OH,43812,(740)622-9433,Town: Distant,No,659,38.00,17.34,–,–,286,Regular,Open
390033104868,9,12,Coshocton Opportunity School,Coshocton Opportunity School,Coshocton County,1205 Cambridge Rd,Coshocton,OH,43812,(740)622-3600,Town: Distant,Yes,40,5.50,7.27,–,–,25,Regular,Open
390437500314,PK,6,Covedale School,Cincinnati Public Schools,Hamilton County,5130 Sidney Rd,Cincinnati,OH,45238,(513)363-1700,Suburb: Large,No,454,29.50,15.39,–,–,251,Regular,Open
390499903791,KG,4,Coventry Elementary School,Coventry Local,Summit County,3089 Manchester Rd,Akron,OH,44319,(330)644-8469,Suburb: Large,No,461,32.00,14.41,195,35,–,Regular,Open
390499903788,9,12,Coventry High School,Coventry Local,Summit County,1135 Portage Lakes Dr,Akron,OH,44319,(330)644-3004,Suburb: Large,No,557,37.00,15.05,202,39,–,Regular,Open
390499903789,5,8,Coventry Middle School,Coventry Local,Summit County,3257 Cormany Rd,Akron,OH,44319,(330)644-2232,Suburb: Large,No,479,25.00,19.16,–,–,3,Regular,Open
390453302178,KG,5,Covington Elementary School,Covington Exempted Village,Miami County,807 Chestnut St,Covington,OH,45318,(937)473-2252,Town: Fringe,No,413,25.00,16.52,–,–,3,Regular,Open
390453302179,9,12,Covington High School,Covington Exempted Village,Miami County,807 Chestnut St,Covington,OH,45318,(937)473-3746,Town: Fringe,No,207,15.00,13.80,–,–,3,Regular,Open
390453302180,6,8,Covington Middle School,Covington Exempted Village,Miami County,807 Chestnut St,Covington,OH,45318,(937)473-2249,Town: Fringe,No,132,8.00,16.50,–,–,3,Regular,Open
390451502051,KG,5,Cox Elementary School,Xenia Community City,Greene County,506 Dayton Ave,Xenia,OH,45385,(937)372-9201,Suburb: Large,No,262,14.00,18.71,–,–,117,Regular,Open
